x,y,z
67.8029245174073,416.0386361235909,a
22.956634967970537,414.5296350131933,a
75.17497662922878,436.24120965960236,a
75.66711940945157,438.61392491198256,a
39.09892943793052,392.26884770242816,a
29.181003686000047,403.03059971254555,a
41.83489772588328,425.37575774050003,a
37.52388200705474,397.6927160278611,a
98.96845567472951,407.72615800535687,a
84.32105408774962,398.6796444782944,a
55.838805519141076,423.2246363037781,a
64.40756450797224,386.7971280564308,a
76.43915198126965,395.8672828524484,a
100.07501164524007,418.6750932294274,a
106.00088051284285,375.6209144005901,a
81.20887384072032,421.25968746816903,a
66.24491429973247,367.3838237435785,a
96.58247252014365,404.25404476898314,a
108.5749879489888,340.3973851315307,a
47.7986172878903,364.68063102494716,a
78.15477570549717,384.9074487006367,a
109.16422967856268,318.00829285072035,a
76.39927682685413,334.44322697616366,a
97.48587163955695,345.5765044958357,a
97.75711375582226,369.79818362381104,a
127.35767615861916,323.9869471685138,a
116.08355007817906,339.75675391008235,a
90.4511637438447,328.8485252569063,a
87.23251817461795,317.79695355807166,a
120.8086289350932,330.9271169743372,a
84.59517301727546,300.92693389422334,a
58.684473032631935,260.53379544422404,a
119.37986599370747,263.7427842634201,a
87.40151021666406,266.4648170527248,a
142.05984587099528,263.3213961292653,a
140.41377204759874,271.11588060790643,a
120.84351714173864,269.0033757957184,a
93.63832727849285,256.9309489758358,a
175.09071808988114,237.6793959152992,a
98.57100035241027,282.3296949280215,a
173.46066168749175,267.48685153570864,a
156.38085812748025,225.98889250278887,a
124.57151860978709,245.0718725125867,a
155.25670301180295,193.59581772558204,a
145.05164131957085,208.86286973443595,a
139.79536015594118,248.92817434797345,a
181.31334552711428,196.70905077773045,a
184.04180859717061,172.91913433010762,a
199.2649009027439,222.69119461474196,a
176.2089118256155,168.83052537975,a
206.34840413063858,149.47729920983943,a
208.50156769891535,147.8566327578842,a
185.33661528106884,192.1629319765969,a
203.79072642227086,166.0646688324341,a
208.74939301922618,213.78961565727218,a
194.70255746603465,214.72584083313825,a
221.6597752867884,181.3294553029301,a
218.65006801361744,205.12812740309602,a
235.39965791215968,189.33555408944125,a
235.91107525456388,164.700218449903,a
263.1380924197728,113.20441138527491,a
276.3732440070347,162.1908657307008,a
209.79148168459898,87.5983253908185,a
282.8859852281437,126.68855504759739,a
230.86487502304027,158.78061735462228,a
297.3772566061257,94.09007161258654,a
265.4892957257984,130.54569844137154,a
335.6499620470306,140.239066516281,a
297.74733668683547,99.79378469502353,a
316.62431783343413,138.2825282614043,a
262.7188104222888,87.63263275704747,a
307.6388504651843,140.46781097400657,a
295.38725235548327,157.72564332105907,a
378.8383803578712,103.17671776277115,a
315.4396297042844,86.54831495081197,a
368.16136671218993,82.16446024444417,a
391.0913226782394,72.86434640658354,a
330.86771884267046,80.18907538474491,a
336.7481300271605,105.50236716612602,a
365.8018633301322,89.63766704138942,a
405.41627737979627,101.67438849688818,a
399.61723938433056,100.44629723964368,a
397.0980414464946,116.52515360332245,a
412.9914949346158,108.78773371862172,a
404.4323142146127,96.97707971645383,a
413.9253794780331,63.9867779247121,a
385.53646006798243,136.8660214518294,a
451.80270122413344,109.55717679808316,a
524.6301233317957,85.54244043548584,a
479.19708617978984,78.05965950952452,a
480.4545975617564,68.02264688723216,a
436.7919973691103,58.499052170625134,a
448.8457236279691,82.58440146338478,a
482.94237723649724,135.78879940232048,a
476.964813142853,44.88561918334153,a
476.84070734730636,79.47566440924959,a
478.96013243829645,63.016523047608075,a
519.4746511726756,60.16834675577326,a
491.55682533450334,50.72185213974274,a
522.0384742275004,74.57760355766538,a
490.7440881145926,67.0315633507438,a
550.0510320263758,45.27554824982121,a
519.9487253472159,50.662146365850276,a
524.8892718026838,68.32733480330114,a
577.6219349299489,108.38686927736245,a
598.9460683330021,80.83805110825932,a
578.002913051503,70.87557462548699,a
602.8389616901233,52.87774458952697,a
547.2842568655182,76.86173271180951,a
585.6225239183467,75.81234316672607,a
604.5661121611431,80.37352612545584,a
556.8829682035685,96.51686115225999,a
592.4861903351206,66.98907682025077,a
597.476644523904,111.68893696370549,a
588.0856703056353,82.09855788066017,a
595.8772396877735,34.22484787251943,a
608.8354465353464,91.72701150710088,a
630.4752531437697,38.3720700975141,a
616.5421431896651,70.35663986844048,a
648.0132672350388,47.14143801871171,a
604.6856008019502,39.79576779887981,a
611.9298239389277,49.04696144152268,a
624.4825070215256,70.36164060475897,a
611.6010821512232,56.88870103037431,a
