x,y,z
38.336097904381894,56.205992300850426,a
37.376338020244766,18.407527879082863,a
38.205237826599564,50.197165959186464,a
47.93192857280322,135.53055662482598,a
37.40503878388984,58.856131623456065,a
60.94489153693846,80.08426802114059,a
98.88734032245198,36.816233280185656,a
108.38302798427404,44.88448678016039,a
83.29373011337485,108.37973877639854,a
84.96169020986653,61.423546253308075,a
45.1871771252538,117.62642006275195,a
81.67732389604154,68.1506766401825,a
80.36884351283626,93.39803769120283,a
70.33653269289081,103.67155544173966,a
55.455797336316905,74.05579880305885,a
97.32582458409263,80.50423485113879,a
111.62518811934905,110.36751871926265,a
152.9654819902078,90.50165971780956,a
126.24023383311169,114.40136091272296,a
179.67131732912708,128.21077000301085,a
105.09645309346377,113.68168675699206,a
153.2198757628271,81.4658400642623,a
164.54398566024165,98.40524189591633,a
127.83701866666567,118.59689122717384,a
183.81000747099955,100.52788873507296,a
172.24043746289283,116.91002872652837,a
151.5143351997082,160.49718564542593,a
171.52278610294303,137.9750125918511,a
171.61420499593655,158.93877864293074,a
171.86755056477,96.85949923782141,a
171.31618958403217,130.72277682305526,a
209.9047634658815,156.2183527301106,a
236.55319472079032,155.5346531629542,a
229.90601436612184,151.79639609521126,a
224.650502597666,180.3309415288614,a
278.33183188831424,165.17118043803117,a
281.40963842044926,106.20498067461892,a
246.79616911668055,220.84118231264063,a
266.863920218985,165.52228774583892,a
268.24150850669605,180.3143747415745,a
278.8249931500895,220.89484343928228,a
259.14836065717003,178.8027201747792,a
315.44991720792615,243.53675297452264,a
253.91073313792214,187.5725089046897,a
294.68160565843334,283.0441290139354,a
338.68673132523145,192.77518445621644,a
341.0081512554888,206.4951603346102,a
330.9479453687336,246.68867013145274,a
364.85774650654287,222.71862466384124,a
351.1886544782989,209.25982490229444,a
417.03429315476876,263.2479477479901,a
367.7012099569053,238.34757102438607,a
346.1595535441568,239.3756964974852,a
383.95318946812836,259.32361275112834,a
360.70325160824876,213.95935116267356,a
429.8070118502411,199.5707931125857,a
403.4689488480173,273.87933087718244,a
409.97393473946005,311.3292133561944,a
439.48410522871336,260.7652522398784,a
411.32479230450065,314.44128831380135,a
434.2099964308994,297.8875064450669,a
492.0678247264551,318.47008274708213,a
471.1319774929683,307.26912930047865,a
481.5636240177735,343.6859810299819,a
448.6835514602586,357.33316698390814,a
481.093773379133,310.9307654449334,a
501.3484119412861,299.6679699298257,a
474.22892889833895,345.5430825853598,a
523.468909245475,337.27191857268963,a
536.4034099740021,325.1950005959965,a
528.2234327460179,347.348775553014,a
468.2959192183248,387.5924317165168,a
533.4245260457342,334.0735756727578,a
530.2058358519633,376.6941561965236,a
587.4329067521102,351.29518690186626,a
554.9578938571672,332.24482450494577,a
619.0623798387828,370.2973071442801,a
535.751320173647,370.0823844032434,a
580.3726247724611,409.39454395664205,a
582.1115834135776,338.46114102133225,a
580.5921046172662,364.04237900699457,a
592.1766372047291,390.3616206182179,a
606.1025928090268,405.9060673588322,a
683.6141531791569,416.6650499143426,a
615.7956078624529,380.30050049636577,a
648.4171583831763,381.5297983392355,a
653.3946368050476,436.6244742628161,a
686.7378669384657,423.69041575122606,a
670.7243689820023,397.70261140762284,a
688.6283363951533,413.534474616422,a
671.7823750616615,413.2051902296617,a
114.71214680030437,69.93311321310614,a
123.60322175424585,38.21566237875322,a
54.829663364095694,1.3433698007034423,a
55.18364292390057,33.90943939006547,a
121.68076004747303,43.581722771301145,a
81.69556341368208,39.529221691336204,a
92.11454870265241,76.30166544102218,a
85.5300144076657,77.89671011691001,a
131.35584880643808,80.92181824042183,a
107.60559716659313,91.45498184463793,a
170.13851773259915,74.14003669560788,a
167.5904741552526,107.70893530648931,a
142.47302011721777,93.83619390163477,a
177.37608651515717,54.78820813860648,a
243.0567828807625,111.16313285048057,a
179.2601771832841,148.5706073894587,a
221.6971622925487,112.80646370530559,a
178.01130629948292,123.9557949404932,a
248.04822843935847,108.27446058147541,a
274.6097045612629,145.9299505268238,a
224.90327221323764,167.24493210050196,a
223.87625610649982,150.19672745507523,a
270.7710920809286,145.34672858449477,a
283.444317471072,128.02831579756997,a
276.50257261307996,149.49276235108675,a
303.5068086956094,197.42982963246357,a
351.19568259944685,215.82471900442397,a
322.07626634371417,253.73936311081403,a
372.91253706755674,182.97141561339868,a
338.0487943100259,204.28595574355165,a
327.2544222809494,195.88523161148635,a
330.7332956516179,256.29124199724436,a
400.1300778566474,256.849418576629,a
374.69055333838054,232.0932680966269,a
411.4032654023342,280.63384204823126,a
378.8022573755065,302.8779037844082,a
419.30883655904233,241.11817294916074,a
415.29943212083697,291.2238941474517,a
458.8861941406958,323.0753820396111,a
414.8849149768871,299.0301523931172,a
447.3991705268494,304.29339073052256,a
467.83653497931607,277.1324280919169,a
465.1427792196524,310.29660342362206,a
511.20239450010996,319.1552129655243,a
490.9569372806715,354.8978119919367,a
516.9893747222229,330.3122875525071,a
525.9093617279708,325.2196245803707,a
534.0326957487472,389.8402028081774,a
524.1758442952696,328.3163016351866,a
531.1451083522353,368.02652714849205,a
581.1507604764378,354.21354919088435,a
637.9763549324581,338.7888831133919,a
624.2898646362212,367.11242289707724,a
627.5467151992541,357.91298168371713,a
638.7155070372031,360.7977712784045,a
680.4439329159701,417.3451268742981,a
699.3546119541271,410.1942047198739,a
666.5936226443342,377.3584372499229,a
677.2886535610958,436.0449097102093,a
679.9594130723223,424.46973079350505,a
